0,24,88,24,78,484,0,484,
88,49,117,49,114,478,78,478,
117,51,150,51,141,484,114,484,
150,51,177,51,167,430,142,430,
177,51,213,51,208,374,169,374,
213,51,249,51,238,477,206,477,
249,51,275,51,270,452,239,452,
275,51,308,51,307,484,269,484,
308,52,345,52,339,475,307,475,
345,52,377,52,373,464,339,464,
377,52,411,52,408,453,373,453,
411,53,455,53,452,453,408,453,
455,52,492,52,491,484,452,484,
492,53,529,53,529,474,491,474,
529,52,567,52,566,474,529,474,
567,54,604,54,604,454,566,454,
604,49,648,49,644,484,604,484,
648,54,682,54,679,475,645,475,
682,54,716,54,718,476,679,476,
716,37,752,37,753,389,717,389,
752,54,787,54,789,477,754,477,
787,55,822,55,824,484,789,484,
822,54,858,54,860,377,823,377,
858,54,894,54,894,484,860,484,
894,56,930,56,931,478,894,478,
930,56,965,56,967,477,931,477,
965,56,1002,56,1003,479,967,479,
1002,49,1036,49,1038,484,1003,484,
1036,56,1067,56,1071,480,1038,480,
1067,56,1099,56,1106,482,1071,482,
1099,53,1134,53,1135,484,1106,484,
1134,54,1142,54,1139,377,1135,377,
1142,56,1172,56,1174,466,1138,466,
1172,52,1203,52,1203,468,1174,468,
1203,34,1237,34,1239,474,1203,474,
1237,51,1268,51,1270,469,1239,469,
1268,56,1302,56,1304,475,1270,475,
1302,51,1335,51,1337,475,1304,475,
1335,37,1369,37,1368,475,1337,475,
1369,49,1396,49,1405,469,1368,469,
1397,79,1405,79,1402,416,1404,416,
1405,51,1434,51,1432,476,1402,476,
1434,51,1466,51,1466,477,1432,477,
1466,37,1500,37,1497,476,1466,476,
1500,63,1535,63,1537,477,1496,477,
1535,79,1565,79,1565,477,1537,477,
1565,55,1601,55,1599,479,1565,479,
1601,40,1631,40,1632,478,1599,478,
1631,24,1642,24,1624,484,1632,484,
1641,41,1668,41,1664,484,1624,484,
1668,54,1700,54,1697,479,1664,479,
1700,61,1732,61,1733,479,1697,479,
1732,54,1766,54,1766,481,1733,481,
1766,56,1797,56,1796,481,1766,481,
1797,24,1823,24,1818,479,1796,479,
1822,56,1834,56,1832,373,1819,373,
1835,40,1866,40,1864,475,1831,475,
1866,59,1896,59,1899,481,1864,481,
1896,56,1929,56,1925,479,1899,479,
1929,63,1948,63,1950,484,1925,484,
1948,44,1968,44,1966,459,1950,459,
1968,56,1999,56,1997,478,1966,478,
1999,75,2025,75,2025,479,1997,479,
2025,66,2038,66,2033,455,2025,455,
2038,63,2065,63,2067,478,2033,478,
2065,76,2104,76,2104,480,2067,480,
2104,67,2136,67,2138,461,2104,461,
2136,67,2166,67,2170,482,2138,482,
2166,47,2200,47,2202,482,2170,482,
2200,68,2271,68,2274,394,2201,394,
2271,24,2344,24,2342,484,2275,484,
2344,67,2375,67,2375,479,2342,479,
2375,67,2407,67,2410,392,2375,392,
2407,69,2445,69,2445,451,2410,451,
2445,69,2487,69,2484,396,2445,396,
2487,69,2524,69,2520,397,2484,397,
2525,34,2577,34,2572,371,2520,371,
2576,73,2698,73,2698,484,2571,484,
