0,45,41,45,61,487,0,487,
41,45,87,45,87,484,61,484,
87,40,146,40,162,481,87,481,
146,42,185,42,200,484,162,484,
185,42,222,42,236,484,200,484,
222,42,259,42,272,484,236,484,
259,43,296,43,306,484,272,484,
296,43,332,43,341,484,306,484,
332,43,368,43,377,485,341,485,
368,44,405,44,414,485,377,485,
405,44,443,44,449,485,414,485,
443,43,483,43,487,485,449,485,
483,44,517,44,523,485,487,485,
517,46,553,46,557,485,523,485,
553,45,592,45,592,486,557,486,
592,46,628,46,630,486,592,486,
628,45,665,45,666,485,630,485,
665,47,693,47,697,482,666,482,
693,45,806,45,806,483,697,483,
806,48,835,48,833,419,806,419,
835,48,871,48,869,482,833,482,
870,84,908,84,905,480,869,480,
908,49,944,49,938,487,905,487,
944,40,978,40,982,484,938,484,
978,50,1000,50,995,483,982,483,
1000,50,1014,50,1003,483,995,483,
1014,49,1052,49,1041,483,1003,483,
1052,50,1088,50,1075,484,1041,484,
1088,50,1124,50,1111,482,1075,482,
1124,51,1158,51,1145,484,1111,484,
1158,52,1192,52,1179,484,1145,484,
1192,52,1228,52,1211,485,1179,485,
1228,52,1260,52,1245,486,1211,486,
1260,53,1294,53,1286,486,1245,486,
1294,51,1330,51,1313,485,1286,485,
1330,52,1366,52,1346,486,1313,486,
1365,53,1402,53,1380,485,1346,485,
1402,44,1434,44,1414,487,1380,487,
1434,54,1472,54,1448,482,1414,482,
1472,54,1523,54,1502,487,1448,487,
1523,56,1556,56,1540,419,1506,419,
1557,44,1594,44,1579,440,1539,440,
1594,56,1632,56,1608,483,1577,483,
1632,42,1668,42,1646,418,1612,418,
1667,57,1702,57,1676,484,1642,484,
1703,48,1739,48,1714,419,1680,419,
1738,57,1770,57,1751,420,1713,420,
1771,43,1807,43,1778,485,1747,485,
1806,57,1844,57,1818,421,1782,421,
1844,51,1878,51,1853,422,1818,422,
1877,59,1910,59,1886,436,1852,436,
1911,48,1949,48,1918,435,1886,435,
1948,60,1980,60,1956,436,1918,436,
1981,46,2017,46,1992,424,1956,424,
2017,45,2047,45,2027,425,1992,425,
2046,61,2085,61,2054,483,2024,483,
2085,61,2118,61,2095,436,2058,436,
2118,61,2150,61,2124,485,2092,485,
2150,54,2200,54,2175,456,2126,456,
2201,40,2245,40,2219,432,2176,432,
2245,40,2283,40,2258,456,2218,456,
2283,40,2351,40,2313,487,2256,487,
2349,55,2397,55,2367,487,2313,487,
2397,55,2457,55,2430,487,2367,487,
2457,63,2492,63,2466,487,2430,487,
2492,63,2526,63,2503,484,2466,484,
2526,64,2563,64,2537,485,2503,485,
2563,64,2603,64,2577,487,2537,487,
2603,64,2637,64,2617,389,2583,389,
2637,66,2687,66,2687,390,2617,390,
