0,33,151,33,175,524,0,524,
151,32,199,32,214,527,175,527,
251,36,297,36,316,526,268,526,
297,37,340,37,358,527,316,527,
431,37,475,37,494,527,450,527,
556,40,613,40,626,527,573,527,
612,0,697,0,707,571,627,571,
698,71,733,71,744,571,707,571,
733,69,763,69,779,572,744,572,
763,70,803,70,806,572,779,572,
803,72,836,72,839,572,806,572,
836,72,869,72,870,572,839,572,
869,74,903,74,903,573,870,573,
903,68,939,68,937,573,903,573,
939,73,974,73,974,574,937,574,
974,63,1010,63,1008,574,974,574,
1010,75,1040,75,1042,574,1008,574,
1040,48,1085,48,1085,575,1042,575,
1085,44,1131,44,1125,575,1085,575,
1132,18,1230,18,1223,537,1125,537,
1230,78,1265,78,1253,543,1223,543,
1265,78,1300,78,1282,543,1253,543,
1300,78,1331,78,1315,543,1282,543,
1331,79,1366,79,1343,543,1315,543,
1366,79,1400,79,1376,545,1343,545,
1400,78,1437,78,1408,545,1376,545,
1437,78,1474,78,1443,534,1409,534,
1474,79,1509,79,1477,534,1443,534,
1509,78,1547,78,1510,538,1477,538,
1549,52,1586,52,1549,541,1510,541,
1586,52,1626,52,1587,541,1549,541,
1626,51,1667,51,1626,541,1587,541,
1667,51,1709,51,1663,540,1626,540,
1709,51,1752,51,1705,541,1663,541,
1752,51,1786,51,1738,537,1705,537,
1783,81,1818,81,1773,537,1738,537,
1818,80,1857,80,1805,537,1773,537,
1857,80,1892,80,1840,538,1805,538,
1892,82,1928,82,1875,538,1840,538,
1928,82,1966,82,1916,539,1875,539,
1966,81,2003,81,1948,542,1916,542,
2003,81,2039,81,1985,540,1948,540,
2039,81,2076,81,2022,540,1985,540,
2076,82,2113,82,2057,540,2022,540,
2113,82,2150,82,2092,541,2057,541,
2150,82,2187,82,2129,542,2092,542,
2187,82,2225,82,2167,541,2129,541,
2225,82,2263,82,2203,542,2167,542,
2263,82,2303,82,2239,563,2200,563,
2303,82,2338,82,2284,563,2239,563,
2338,82,2374,82,2328,564,2284,564,
2374,82,2407,82,2367,564,2328,564,
2414,0,2501,0,2464,563,2367,563,
2497,55,2529,55,2498,564,2463,564,
2529,54,2576,54,2542,564,2498,564,
2576,56,2613,56,2575,564,2542,564,
2613,56,2687,56,2656,566,2575,566,
2687,58,2733,58,2697,566,2656,566,
2733,58,2748,58,2748,566,2697,566,
