0,80,55,80,88,580,0,580,
50,0,67,0,92,580,88,580,
67,0,110,0,130,580,92,580,
110,0,153,0,165,571,130,571,
153,0,194,0,205,533,164,533,
194,0,238,0,250,580,206,580,
238,0,306,0,310,534,249,534,
306,66,336,66,344,570,310,570,
336,54,376,54,383,571,344,571,
376,51,416,51,420,570,383,570,
416,52,454,52,473,573,420,573,
455,57,490,57,493,574,473,574,
490,54,583,54,584,573,493,573,
583,51,676,51,675,575,584,575,
676,47,762,47,760,576,675,576,
762,57,848,57,842,577,760,577,
849,0,860,0,847,577,842,577,
859,59,942,59,927,578,847,578,
942,57,1029,57,1014,578,927,578,
1029,57,1128,57,1117,567,1014,567,
1128,57,1165,57,1161,561,1117,561,
1165,60,1208,60,1207,569,1161,569,
1208,53,1246,53,1248,569,1207,569,
1246,53,1285,53,1296,564,1248,564,
1284,7,1320,7,1341,571,1296,571,
1322,52,1362,52,1392,571,1341,571,
1362,53,1400,53,1464,572,1392,572,
1400,53,1436,53,1517,571,1464,571,
1436,51,1483,51,1574,574,1518,574,
1483,51,1522,51,1613,574,1574,574,
1522,50,1568,50,1661,578,1614,578,
1563,20,1606,20,1704,578,1661,578,
1611,49,1652,49,1745,578,1704,578,
1652,48,1694,48,1785,578,1745,578,
1694,48,1737,48,1826,578,1785,578,
1737,48,1782,48,1864,578,1826,578,
1781,46,1824,46,1903,578,1864,578,
1823,44,1868,44,1940,578,1903,578,
1868,44,1913,44,1978,575,1940,575,
1913,44,1958,44,2015,578,1979,578,
1961,70,2009,70,2057,574,2015,574,
2009,70,2051,70,2096,576,2057,576,
2051,72,2095,72,2133,576,2096,576,
2095,72,2111,72,2140,576,2133,576,
2111,71,2141,71,2170,576,2140,576,
2141,67,2232,67,2203,577,2170,577,
2232,67,2257,67,2208,577,2203,577,
2257,67,2292,67,2239,577,2208,577,
2292,68,2346,68,2280,577,2239,577,
2346,68,2363,68,2280,577,2280,577,
2363,68,2400,68,2314,577,2280,577,
2400,68,2443,68,2350,577,2314,577,
2443,67,2492,67,2395,577,2350,577,
2492,68,2537,68,2438,573,2396,573,
2537,69,2578,69,2478,580,2436,580,
2574,89,2664,89,2629,572,2480,572,
2665,70,2682,70,2649,573,2629,573,
2682,69,2714,69,2677,572,2649,572,
2718,26,2761,26,2716,572,2677,572,
2761,26,2797,26,2757,572,2716,572,
2797,26,2835,26,2799,573,2757,573,
2835,27,2844,27,2796,573,2799,573,
