0,0,36,0,136,515,0,515,
36,0,65,0,105,514,136,514,
65,0,131,0,144,515,105,515,
132,27,212,27,207,515,144,515,
212,0,237,0,223,514,207,514,
236,15,275,15,253,513,224,513,
274,43,318,43,294,517,253,517,
319,31,366,31,334,515,294,515,
368,0,415,0,381,516,334,516,
412,46,443,46,473,514,381,514,
441,30,522,30,549,512,473,512,
522,29,559,29,584,508,549,508,
557,0,594,0,619,508,584,508,
595,21,636,21,658,508,619,508,
637,24,669,24,693,508,658,508,
669,24,699,24,719,508,693,508,
699,25,708,25,728,508,719,508,
709,26,747,26,762,511,728,511,
747,25,781,25,791,511,762,511,
781,26,809,26,820,508,791,508,
809,28,829,28,835,508,820,508,
830,98,855,98,866,508,835,508,
853,0,893,0,899,508,866,508,
893,31,928,31,934,511,899,511,
928,29,966,29,970,508,933,508,
966,0,1019,0,1021,509,970,509,
1019,0,1052,0,1058,506,1021,506,
1052,35,1088,35,1091,509,1058,509,
1087,0,1129,0,1131,509,1091,509,
1129,51,1164,51,1167,509,1131,509,
1164,32,1201,32,1202,520,1167,520,
1201,45,1238,45,1237,507,1202,507,
1238,9,1276,9,1276,508,1237,508,
1276,9,1307,9,1305,507,1276,507,
1307,9,1326,9,1325,508,1305,508,
1326,10,1352,10,1350,508,1325,508,
1383,11,1422,11,1420,515,1386,515,
1422,12,1463,12,1461,508,1420,508,
1463,13,1517,13,1513,508,1461,508,
1517,13,1552,13,1551,508,1513,508,
1552,14,1568,14,1568,507,1551,507,
1568,14,1624,14,1617,508,1568,508,
1624,15,1639,15,1623,509,1617,509,
1639,15,1665,15,1639,508,1623,508,
1665,16,1696,16,1685,508,1639,508,
1696,16,1705,16,1695,508,1685,508,
1747,17,1787,17,1782,507,1739,507,
1787,17,1800,17,1779,520,1782,520,
1800,17,1833,17,1812,507,1779,507,
1833,18,1871,18,1858,507,1812,507,
1871,18,1916,18,1903,513,1858,513,
1916,19,1933,19,1920,507,1903,507,
1933,19,1965,19,1951,507,1920,507,
1964,44,1975,44,1961,507,1951,507,
1997,27,2032,27,2024,505,1986,505,
2032,30,2070,30,2067,520,2024,520,
2070,45,2120,45,2128,505,2067,505,
2119,0,2171,0,2179,505,2128,505,
2172,28,2213,28,2219,502,2179,502,
2213,46,2321,46,2325,520,2220,520,
2321,45,2357,45,2358,505,2325,505,
2357,45,2386,45,2388,468,2358,468,
2386,45,2433,45,2436,503,2388,503,
2433,44,2462,44,2462,503,2436,503,
2462,0,2492,0,2490,503,2462,503,
2492,0,2529,0,2524,507,2490,507,
2528,56,2563,56,2557,503,2524,503,
2564,0,2613,0,2606,504,2557,504,
2613,8,2650,8,2639,504,2606,504,
2650,8,2706,8,2689,503,2639,503,
2739,0,2806,0,2781,504,2722,504,
2802,75,2884,75,2863,520,2780,520,
2886,41,2917,41,2884,502,2864,502,
2917,41,2953,41,2928,501,2884,501,
2953,43,3017,43,3017,500,2928,500,
