0,75,7,75,19,488,0,488,
7,74,75,74,52,453,18,453,
75,74,350,74,343,486,50,486,
350,75,367,75,359,451,344,451,
367,77,650,77,646,450,359,450,
650,73,746,73,741,443,646,443,
745,118,784,118,784,443,741,443,
784,118,996,118,1018,486,784,486,
994,73,1025,73,1027,486,1018,486,
1025,150,1035,150,1026,486,1027,486,
1037,74,1287,74,1299,486,1026,486,
1289,161,1312,161,1318,483,1298,483,
1310,76,1346,76,1358,483,1318,483,
1347,125,1367,125,1369,482,1358,482,
1366,94,1401,94,1395,482,1369,482,
1401,94,1643,94,1642,482,1395,482,
1643,73,1657,73,1657,479,1642,479,
1657,74,1911,74,1913,487,1657,487,
1911,74,1937,74,1946,484,1913,484,
1937,78,1978,78,1993,483,1946,483,
1978,77,2019,77,2029,483,1993,483,
2019,77,2249,77,2254,484,2029,484,
2248,73,2366,73,2362,473,2254,473,
2366,73,2386,73,2386,488,2362,488,
