0,147,195,147,211,613,0,613,
194,139,271,139,289,605,211,605,
271,139,384,139,412,602,289,602,
384,139,460,139,492,601,412,601,
460,139,546,139,651,620,493,620,
546,139,580,139,685,594,645,594,
580,139,617,139,726,597,686,597,
617,139,652,139,771,597,726,597,
652,139,691,139,811,611,774,611,
691,139,726,139,846,594,806,594,
726,139,762,139,883,594,846,594,
762,139,803,139,920,586,881,586,
803,139,837,139,956,586,920,586,
837,139,877,139,990,586,956,586,
880,149,914,149,1023,586,990,586,
912,139,948,139,1051,571,1019,571,
950,149,995,149,1091,582,1053,582,
992,139,1029,139,1128,581,1091,581,
1029,139,1063,139,1159,579,1127,579,
1089,259,1128,259,1191,580,1159,580,
1116,196,1157,196,1228,579,1191,579,
1156,194,1193,194,1261,580,1228,580,
1194,198,1232,198,1297,579,1261,579,
1222,139,1270,139,1333,578,1297,578,
1270,139,1314,139,1376,578,1333,578,
1314,139,1352,139,1407,577,1376,577,
1352,139,1391,139,1438,578,1407,578,
1391,139,1431,139,1477,576,1438,576,
1431,139,1510,139,1548,575,1477,575,
1510,139,1547,139,1579,574,1548,574,
1547,139,1588,139,1613,573,1579,573,
1588,139,1625,139,1647,593,1614,593,
1625,139,1661,139,1679,597,1647,597,
1661,139,1685,139,1701,595,1679,595,
1685,139,1720,139,1729,594,1701,594,
1720,164,1777,164,1779,593,1729,593,
1777,166,1810,166,1810,592,1779,592,
1810,140,1841,140,1841,591,1810,591,
1841,140,1876,140,1877,590,1841,590,
1876,211,1910,211,1910,590,1877,590,
1910,139,1949,139,1945,589,1910,589,
1948,144,1978,144,1972,588,1945,588,
1978,144,2019,144,2010,587,1972,587,
2019,139,2060,139,2051,586,2010,586,
2060,139,2098,139,2087,585,2051,585,
2096,201,2135,201,2125,584,2087,584,
2135,202,2177,202,2174,583,2125,583,
2177,202,2213,202,2201,582,2174,582,
2215,145,2249,145,2236,581,2201,581,
2249,139,2308,139,2293,581,2236,581,
2308,139,2341,139,2322,579,2293,579,
2341,139,2375,139,2356,579,2322,579,
2375,139,2409,139,2390,578,2356,578,
2409,139,2441,139,2422,577,2390,577,
2441,140,2471,140,2454,576,2422,576,
2471,141,2503,141,2487,554,2455,554,
2503,140,2536,140,2520,552,2487,552,
2536,141,2569,141,2555,620,2518,620,
2568,165,2608,165,2592,551,2557,551,
2609,139,2642,139,2620,554,2591,554,
2642,139,2672,139,2654,553,2620,553,
2672,139,2763,139,2738,620,2652,620,
2763,139,2845,139,2820,620,2738,620,
2845,139,2914,139,2893,580,2822,580,
2914,139,2947,139,2924,580,2893,580,
2947,139,2996,139,2996,579,2924,579,
