0,79,104,79,125,508,0,508,
105,91,142,91,165,504,125,504,
141,79,184,79,208,503,165,503,
184,79,219,79,247,503,208,503,
223,134,258,134,282,495,246,495,
255,80,289,80,318,504,282,504,
289,82,327,82,359,504,319,504,
327,79,364,79,393,504,359,504,
364,80,400,80,434,504,393,504,
400,80,437,80,471,506,434,506,
437,80,471,80,506,504,471,504,
476,139,546,139,576,508,506,508,
621,79,658,79,697,508,655,508,
658,79,682,79,727,508,697,508,
682,79,723,79,763,508,727,508,
728,126,763,126,799,508,763,508,
758,79,805,79,840,508,799,508,
809,126,836,126,869,508,840,508,
832,80,872,80,909,508,869,508,
872,80,909,80,944,506,909,506,
909,79,953,79,980,508,944,508,
953,81,1011,81,1029,508,980,508,
1011,81,1047,81,1065,504,1029,504,
1047,80,1069,80,1087,488,1064,488,
1069,81,1117,81,1131,504,1087,504,
1119,149,1126,149,1126,504,1131,504,
1126,79,1157,79,1167,508,1126,508,
1157,80,1183,80,1196,504,1167,504,
1183,82,1196,82,1204,504,1196,504,
1196,83,1226,83,1234,508,1204,508,
1226,82,1271,82,1274,508,1234,508,
1271,82,1305,82,1307,507,1274,507,
1305,79,1351,79,1345,504,1307,504,
1351,81,1383,81,1378,508,1345,508,
1383,83,1409,83,1402,506,1378,506,
1408,143,1429,143,1420,507,1402,507,
1431,83,1457,83,1445,504,1420,504,
1457,82,1495,82,1483,508,1445,508,
1495,81,1515,81,1541,506,1483,506,
1516,82,1542,82,1524,506,1541,506,
1542,82,1575,82,1557,506,1524,506,
1575,82,1650,82,1625,506,1557,506,
1650,82,1683,82,1658,506,1625,506,
1683,86,1773,86,1739,506,1658,506,
1773,88,1816,88,1779,508,1739,508,
1816,88,1854,88,1816,508,1779,508,
1921,91,1974,91,1934,508,1884,508,
1974,92,2007,92,1970,508,1934,508,
2007,91,2019,91,1979,508,1970,508,
2019,91,2057,91,2018,508,1979,508,
2058,79,2099,79,2056,508,2018,508,
2099,79,2179,79,2147,508,2056,508,
2178,92,2246,92,2215,508,2147,508,
2246,92,2288,92,2270,508,2215,508,
2288,91,2365,91,2347,508,2270,508,
2365,79,2413,79,2394,508,2347,508,
2413,79,2542,79,2586,508,2394,508,
2545,100,2582,100,2627,508,2586,508,
2583,101,2619,101,2669,508,2627,508,
2620,106,2662,106,2717,508,2669,508,
2658,79,2694,79,2740,426,2706,426,
2697,102,2753,102,2753,508,2751,508,
