0,25,35,25,28,510,0,510,
35,34,76,34,72,508,28,508,
76,36,109,36,112,512,72,512,
109,35,161,35,158,515,112,515,
161,34,213,34,207,493,158,493,
213,44,256,44,254,466,207,466,
256,47,299,47,292,498,254,498,
299,47,343,47,340,518,291,518,
343,49,393,49,385,559,340,559,
393,47,439,47,434,559,385,559,
439,52,487,52,487,525,434,525,
487,53,539,53,536,559,487,559,
539,59,588,59,585,530,536,530,
588,58,644,58,644,531,585,531,
644,62,688,62,688,533,644,533,
688,64,731,64,728,534,688,534,
731,65,776,65,772,535,728,535,
776,67,830,67,822,538,772,538,
830,70,897,70,887,559,822,559,
897,62,985,62,976,543,887,543,
984,74,1028,74,1019,543,976,543,
1028,78,1078,78,1067,546,1019,546,
1078,83,1124,83,1114,546,1067,546,
1124,80,1177,80,1169,549,1114,549,
1177,86,1229,86,1218,550,1169,550,
1228,88,1274,88,1258,552,1218,552,
1274,90,1314,90,1298,554,1258,554,
1314,93,1363,93,1347,554,1298,554,
1363,94,1404,94,1392,557,1347,557,
1404,95,1415,95,1394,542,1392,542,
1415,94,1458,94,1432,557,1393,557,
1458,99,1498,99,1473,558,1432,558,
1498,100,1546,100,1519,557,1473,557,
1546,100,1598,100,1568,557,1519,557,
1598,101,1653,101,1618,557,1568,557,
1653,102,1695,102,1660,557,1618,557,
1695,103,1741,103,1702,557,1660,557,
1741,103,1785,103,1746,557,1702,557,
1785,109,1829,109,1787,555,1747,555,
1829,111,1839,111,1800,559,1787,559,
1839,112,1879,112,1837,559,1800,559,
1879,110,1930,110,1889,553,1838,553,
1930,110,1972,110,1923,559,1889,559,
1971,115,2019,115,1971,559,1923,559,
2019,116,2072,116,2024,559,1971,559,
2072,116,2126,116,2078,559,2024,559,
2126,116,2175,116,2126,559,2078,559,
2174,118,2228,118,2194,422,2141,422,
2228,119,2282,119,2247,426,2194,426,
2282,119,2294,119,2259,421,2247,421,
2294,121,2340,121,2305,423,2259,423,
2339,123,2387,123,2344,559,2290,559,
2387,123,2428,123,2395,452,2355,452,
2428,129,2476,129,2443,454,2395,454,
2476,129,2507,129,2473,455,2443,455,
2507,130,2525,130,2491,455,2473,455,
2526,119,2569,119,2539,455,2491,455,
2569,119,2599,119,2563,556,2530,556,
2597,137,2617,137,2587,433,2573,433,
2617,136,2655,136,2624,433,2587,433,
2656,135,2697,135,2667,433,2624,433,
2698,131,2744,131,2744,559,2655,559,
